gesture_id,Timestamp,Hand_Landmark,X,Y,Z,Delta_X,Delta_Y,Delta_Z
0,1690707581,17,0.448560566,0.993395209,-0.008575523,0.001322001,-0.002846837,0.00288582
0,1690707581,18,0.468977809,0.997591794,-0.00996251,0.00118506,-0.004194677,0.002373466
0,1690707581,19,0.479986638,0.994714737,-0.008153693,0.000708133,-0.005019248,0.001329011
0,1690707581,20,0.487066239,0.99076438,-0.006207834,2.85E-05,-0.0054726,0.000523909
0,1690707581,0,0.414333642,0.914592624,5.08E-08,-8.38E-05,-0.00036937,-7.02E-09
0,1690707581,1,0.438302547,0.884063244,-0.008840011,0.000622511,0.000662446,0.000831818
0,1690707581,2,0.462560922,0.893146455,-0.012701916,0.000691473,0.00254637,0.000893367
0,1690707581,3,0.479026616,0.923612535,-0.013583472,0.000808984,0.002309024,0.001024798
0,1690707581,4,0.489717185,0.943801701,-0.013967247,0.000951409,0.001114786,0.001069325
0,1690707581,5,0.460894912,0.934981108,-0.022261379,-0.00037083,-0.000477791,-0.00122592
0,1690707581,6,0.490649015,0.967291594,-0.02745543,0.000103235,0.000912488,-0.00145887
0,1690707581,7,0.50723511,0.983535051,-0.028942471,0.000431955,0.00095427,-0.001538627
0,1690707581,8,0.520702124,0.993735075,-0.029301882,0.000750542,0.000771284,-0.001570601
0,1690707581,9,0.454865247,0.965018809,-0.017958235,-1.81E-05,-0.00107199,-0.001138603
0,1690707581,10,0.486555934,0.987887263,-0.020221861,0.00100866,0.000808895,-0.000803703
0,1690707581,11,0.502728105,0.989866436,-0.017717997,0.000779331,-0.00103581,0.000156872
0,1690707581,12,0.513856232,0.988684356,-0.015862497,0.000366867,-0.002975285,0.000818295
0,1690707581,13,0.450223327,0.983667076,-0.013105401,-6.06E-05,-0.001002133,-0.000793805
0,1690707581,14,0.477832019,0.993143976,-0.013616941,0.00087297,-0.001092911,0.000117464
0,1690707581,15,0.490389705,0.987820148,-0.009319787,-0.000302583,-0.005112946,0.001533743
0,1690707581,16,0.496855199,0.981734753,-0.00637305,-0.002111077,-0.008882344,0.002426303
0,1690707581,17,0.447880059,0.99259299,-0.008992766,-0.000680506,-0.000802219,-0.000417243
0,1690707581,18,0.468675405,0.994191289,-0.009507455,-0.000302404,-0.003400505,0.000455055
0,1690707581,19,0.479107916,0.98763752,-0.006836227,-0.000878721,-0.007077217,0.001317466
0,1690707581,20,0.485064954,0.980778098,-0.004299661,-0.002001286,-0.009986281,0.001908174
0,1690707582,0,0.414235711,0.914503038,4.58E-08,-9.79E-05,-8.96E-05,-4.97E-09
0,1690707582,1,0.438058496,0.883868039,-0.009327323,-0.000244051,-0.000195205,-0.000487312
0,1690707582,2,0.462560058,0.892992914,-0.013347208,-8.64E-07,-0.000153542,-0.000645293
0,1690707582,3,0.479266644,0.923846006,-0.014341299,0.000240028,0.000233471,-0.000757827
0,1690707582,4,0.49052617,0.944446504,-0.014824429,0.000808984,0.000644803,-0.000857182
0,1690707582,5,0.460834861,0.934953749,-0.022787245,-6.01E-05,-2.74E-05,-0.000525866
0,1690707582,6,0.491351813,0.967186213,-0.028187176,0.000702798,-0.000105381,-0.000731746
0,1690707582,7,0.508071423,0.983739853,-0.029794382,0.000836313,0.000204802,-0.000851911
0,1690707582,8,0.521545231,0.994384289,-0.030278848,0.000843108,0.000649214,-0.000976967
0,1690707582,9,0.454609036,0.965816498,-0.018447522,-0.000256211,0.000797689,-0.000489287
0,1690707582,10,0.486578077,0.988384545,-0.020770922,2.21E-05,0.000497282,-0.000549061
0,1690707582,11,0.502231836,0.989125252,-0.018242043,-0.000496268,-0.000741184,-0.000524046
0,1690707582,12,0.512497902,0.986889303,-0.0164368,-0.00135833,-0.001795053,-0.000574304
0,1690707582,13,0.449846029,0.984683275,-0.013662593,-0.000377297,0.0010162,-0.000557193
0,1690707582,14,0.477472126,0.994325757,-0.014429606,-0.000359893,0.001181781,-0.000812666
0,1690707582,15,0.489884526,0.98891288,-0.010332289,-0.000505179,0.001092732,-0.001012502
0,1690707582,16,0.496278018,0.983184993,-0.007588147,-0.000577182,0.001450241,-0.001215097
0,1690707582,17,0.447785705,0.993692815,-0.009651694,-9.44E-05,0.001099825,-0.000658927
0,1690707582,18,0.468471885,0.996691346,-0.010626618,-0.00020352,0.002500057,-0.001119163
0,1690707582,19,0.478675932,0.990854323,-0.008307629,-0.000431985,0.003216803,-0.001471403
0,1690707582,20,0.484551102,0.984541535,-0.00606084,-0.000513852,0.003763437,-0.001761179
0,1690707582,0,0.414926618,0.915181816,4.68E-08,0.000690907,0.000678778,1.02E-09
0,1690707582,1,0.438842773,0.884344101,-0.009094929,0.000784278,0.000476062,0.000232394
0,1690707582,2,0.463010013,0.893509686,-0.012884451,0.000449955,0.000516772,0.000462757
0,1690707582,3,0.47943747,0.924208581,-0.01379973,0.000170827,0.000362575,0.00054157
0,1690707582,4,0.490762651,0.944527626,-0.014196982,0.000236481,8.11E-05,0.000627447
0,1690707582,5,0.462132961,0.935463965,-0.021490598,0.0012981,0.000510216,0.001296647
0,1690707582,6,0.491796345,0.967557251,-0.026775656,0.000444531,0.000371039,0.00141152
0,1690707582,7,0.508515,0.984132648,-0.028283222,0.000443578,0.000392795,0.00151116
0,1690707582,8,0.521969318,0.994637847,-0.028640546,0.000424087,0.000253558,0.001638303
0,1690707582,9,0.455688566,0.965835154,-0.017481815,0.00107953,1.87E-05,0.000965707
0,1690707582,10,0.486726642,0.988729954,-0.019974453,0.000148565,0.000345409,0.000796469
0,1690707582,11,0.502718627,0.991370678,-0.017820429,0.000486791,0.002245426,0.000421613
0,1690707582,12,0.513610363,0.991026819,-0.016212581,0.001112461,0.004137516,0.00022422
0,1690707582,13,0.450786859,0.984660089,-0.013095206,0.00094083,-2.32E-05,0.000567388
0,1690707582,14,0.477708519,0.996829748,-0.014088705,0.000236392,0.002503991,0.000340901
0,1690707582,15,0.491301656,0.995625913,-0.010421302,0.00141713,0.006713033,-8.90E-05
0,1690707582,16,0.499341309,0.99323231,-0.007942834,0.003063291,0.010047317,-0.000354687
0,1690707582,17,0.448468059,0.993913651,-0.009466854,0.000682354,0.000220835,0.00018484
0,1690707582,18,0.468907893,0.99978435,-0.010338617,0.000436008,0.003093004,0.000288001
0,1690707582,19,0.479876578,0.997758985,-0.007990304,0.001200646,0.006904662,0.000317325
0,1690707582,20,0.487009495,0.994517267,-0.005738128,0.002458394,0.009975731,0.000322712
0,1690707582,0,0.414677233,0.916036308,4.62E-08,-0.000249386,0.000854492,-6.71E-10
0,1690707582,1,0.438150883,0.884286225,-0.009132096,-0.000691891,-5.79E-05,-3.72E-05
0,1690707582,2,0.462306827,0.892583132,-0.012972794,-0.000703186,-0.000926554,-8.83E-05
0,1690707582,3,0.47886312,0.922482014,-0.013870701,-0.00057435,-0.001726568,-7.10E-05
0,1690707582,4,0.489949524,0.943048954,-0.014228298,-0.000813127,-0.001478672,-3.13E-05
0,1690707582,5,0.461842149,0.935327888,-0.021713465,-0.000290811,-0.000136077,-0.000222867
0,1690707582,6,0.491692215,0.967377305,-0.027047127,-0.000104129,-0.000179946,-0.000271471
0,1690707582,7,0.508418441,0.983996272,-0.028617457,-9.66E-05,-0.000136375,-0.000334235
0,1690707582,8,0.521778524,0.994647861,-0.02901458,-0.000190794,1.00E-05,-0.000374034
0,1690707582,9,0.455613315,0.966073096,-0.017489711,-7.53E-05,0.000237942,-7.90E-06
0,1690707582,10,0.486764133,0.988752723,-0.01982539,3.75E-05,2.28E-05,0.000149064
0,1690707582,11,0.502472699,0.99028343,-0.017383615,-0.000245929,-0.001087248,0.000436815
0,1690707582,12,0.512862027,0.989034951,-0.015564364,-0.000748336,-0.001991868,0.000648216
0,1690707582,13,0.450734079,0.984775066,-0.012889268,-5.28E-05,0.000114977,0.000205938
0,1690707582,14,0.477708817,0.99644649,-0.013774071,2.98E-07,-0.000383258,0.000314634
0,1690707582,15,0.491137445,0.993853092,-0.009875184,-0.000164211,-0.001772821,0.000546118
0,1690707582,16,0.498835206,0.990416884,-0.007220962,-0.000506103,-0.002815425,0.000721872
0,1690707582,17,0.448425025,0.993559539,-0.009034021,-4.30E-05,-0.000354111,0.000432833
0,1690707582,18,0.46881786,0.999000013,-0.009846878,-9.00E-05,-0.000784338,0.000491738
0,1690707582,19,0.479894429,0.996041536,-0.007440957,1.79E-05,-0.001717448,0.000549347
0,1690707582,20,0.487041175,0.992017686,-0.005138915,3.17E-05,-0.00249958,0.000599213
0,1690707582,0,0.415174037,0.915624738,5.21E-08,0.000496805,-0.00041157,5.98E-09
0,1690707582,1,0.438961923,0.883888364,-0.009539881,0.00081104,-0.000397861,-0.000407785
0,1690707582,2,0.463401884,0.892865181,-0.013650952,0.001095057,0.000282049,-0.000678157
0,1690707582,3,0.479997009,0.923881888,-0.014619251,0.001133889,0.001399875,-0.00074855
0,1690707582,4,0.491209209,0.94446826,-0.015079239,0.001259685,0.001419306,-0.000850941
0,1690707582,5,0.461370856,0.934728086,-0.02347075,-0.000471294,-0.000599802,-0.001757285
0,1690707582,6,0.491829723,0.966966152,-0.028959729,0.000137508,-0.000411153,-0.001912601
0,1690707582,7,0.50870198,0.983683944,-0.030445291,0.000283539,-0.000312328,-0.001827834
0,1690707582,8,0.522246182,0.99436444,-0.030763622,0.000467658,-0.00028342,-0.001749042
0,1690707582,9,0.455256164,0.965781927,-0.018929088,-0.000357151,-0.000291169,-0.001439378
0,1690707582,10,0.487446129,0.988116026,-0.021420289,0.000681996,-0.000636697,-0.001594899
0,1690707582,11,0.503507793,0.989555359,-0.018825043,0.001035094,-0.000728071,-0.001441428
0,1690707582,12,0.514186859,0.988006592,-0.016911874,0.001324832,-0.001028359,-0.001347509
0,1690707582,13,0.450713664,0.984736204,-0.013895379,-2.04E-05,-3.89E-05,-0.001006112
0,1690707582,14,0.478493929,0.994619191,-0.014748717,0.000785112,-0.0018273,-0.000974646
0,1690707582,15,0.491551191,0.99025017,-0.010566776,0.000413746,-0.003602922,-0.000691592
0,1690707582,16,0.498689622,0.985400736,-0.007710851,-0.000145584,-0.005016148,-0.00048989
0,1690707582,17,0.448769778,0.993568122,-0.009622774,0.000344753,8.58E-06,-0.000588753
0,1690707582,18,0.469613612,0.996584058,-0.010438917,0.000795752,-0.002415955,-0.000592039
0,1690707582,19,0.480417848,0.991417527,-0.007948277,0.000523418,-0.004624009,-0.000507319
0,1690707582,20,0.486993253,0.98574543,-0.005570315,-4.79E-05,-0.006272256,-0.0004314
0,1690707582,0,0.414723456,0.915423334,4.36E-08,-0.000450581,-0.000201404,-8.50E-09
0,1690707582,1,0.4386262,0.88376826,-0.009210987,-0.000335723,-0.000120103,0.000328894
0,1690707582,2,0.463213325,0.892551363,-0.013152652,-0.000188559,-0.000313818,0.000498299
0,1690707582,3,0.479994208,0.923064053,-0.014033261,-2.80E-06,-0.000817835,0.00058599
0,1690707582,4,0.491172791,0.943606198,-0.014376622,-3.64E-05,-0.000862062,0.000702618
0,1690707582,5,0.461575985,0.935503721,-0.022641681,0.000205129,0.000775635,0.000829069
0,1690707582,6,0.492000818,0.967332184,-0.028060043,0.000171095,0.000366032,0.000899686
0,1690707582,7,0.508832097,0.983865142,-0.029684499,0.000130117,0.000181198,0.000760792
0,1690707582,8,0.522374392,0.994488597,-0.030148216,0.00012821,0.000124156,0.000615407
0,1690707582,9,0.455461174,0.966611743,-0.01821598,0.00020501,0.000829816,0.000713108
0,1690707582,10,0.487391293,0.988710463,-0.020569582,-5.48E-05,0.000594437,0.000850707
0,1690707582,11,0.503140092,0.989357352,-0.017921891,-0.000367701,-0.000198007,0.000903152
0,1690707582,12,0.513400257,0.987125516,-0.015970118,-0.000786602,-0.000881076,0.000941755
0,1690707582,13,0.450804889,0.985280097,-0.013333858,9.12E-05,0.000543892,0.000561521
0,1690707582,14,0.478332192,0.994395912,-0.014187539,-0.000161737,-0.000223279,0.000561178
0,1690707582,15,0.491232365,0.98920989,-0.009988261,-0.000318825,-0.00104028,0.000578514
0,1690707582,16,0.49803701,0.983811796,-0.007098992,-0.000652611,-0.001588941,0.000611859
0,1690707582,17,0.448827714,0.993713915,-0.009187743,5.79E-05,0.000145793,0.000435031
0,1690707582,18,0.469599843,0.996378243,-0.010019333,-1.38E-05,-0.000205815,0.000419584
0,1690707582,19,0.480330348,0.990803659,-0.007512148,-8.75E-05,-0.000613868,0.000436129
0,1690707582,20,0.486757696,0.98474431,-0.005119804,-0.000235558,-0.00100112,0.000450511
0,1690707582,0,0.414662778,0.915440977,3.89E-08,-6.07E-05,1.76E-05,-4.71E-09
0,1690707582,1,0.438882828,0.884068429,-0.008830032,0.000256628,0.000300169,0.000380955
0,1690707582,2,0.46366024,0.893269181,-0.012308273,0.000446916,0.000717819,0.00084438
0,1690707582,3,0.479975522,0.923680723,-0.012820946,-1.87E-05,0.00061667,0.001212315
0,1690707582,4,0.490160733,0.944259703,-0.012832992,-0.001012057,0.000653505,0.00154363
0,1690707582,5,0.461781263,0.936431468,-0.021779133,0.000205278,0.000927746,0.000862548
0,1690707582,6,0.492522687,0.967888951,-0.026792184,0.000521868,0.000556767,0.00126786
0,1690707582,7,0.50955373,0.984006941,-0.028145583,0.000721633,0.000141799,0.001538916
0,1690707582,8,0.523165762,0.994011819,-0.028410528,0.000791371,-0.000476778,0.001737688
0,1690707582,9,0.455580264,0.966878772,-0.017483482,0.00011909,0.000267029,0.000732498
0,1690707582,10,0.487543881,0.988963485,-0.019626573,0.000152588,0.000253022,0.000943009
0,1690707582,11,0.503441811,0.989538252,-0.016984116,0.000301719,0.0001809,0.000937775
0,1690707582,12,0.513749003,0.987065673,-0.014989827,0.000348747,-5.98E-05,0.000980292
0,1690707582,13,0.450833678,0.985230327,-0.012718996,2.88E-05,-4.98E-05,0.000614862
0,1690707582,14,0.478146434,0.994656205,-0.01344283,-0.000185758,0.000260293,0.000744709
0,1690707582,15,0.491083205,0.989576221,-0.009436133,-0.000149161,0.00036633,0.000552128
0,1690707582,16,0.497913837,0.984140575,-0.006633085,-0.000123173,0.000328779,0.000465907
0,1690707582,17,0.448757529,0.993528903,-0.008660161,-7.02E-05,-0.000185013,0.000527582
0,1690707582,18,0.469344735,0.996857047,-0.009326791,-0.000255108,0.000478804,0.000692542
0,1690707582,19,0.480151474,0.991557062,-0.006851097,-0.000178874,0.000753403,0.000661051
0,1690707582,20,0.486625761,0.985445082,-0.004478725,-0.000131935,0.000700772,0.00064108
0,1690707582,0,0.415350735,0.915556014,4.22E-08,0.000687957,0.000115037,3.29E-09
0,1690707582,1,0.438840657,0.883960307,-0.009404825,-4.22E-05,-0.000108123,-0.000574793
0,1690707582,2,0.462829232,0.892007887,-0.013469215,-0.000831008,-0.001261294,-0.001160942
0,1690707582,3,0.479256421,0.922124863,-0.01453452,-0.0007191,-0.00155586,-0.001713574
0,1690707582,4,0.490165144,0.942518115,-0.015076333,4.41E-06,-0.001741588,-0.002243341
0,1690707582,5,0.461947501,0.936205268,-0.022623904,0.000166237,-0.0002262,-0.000844771
0,1690707582,6,0.492619395,0.967685401,-0.028264441,9.67E-05,-0.00020355,-0.001472257
0,1690707582,7,0.509649873,0.983903885,-0.0300515,9.61E-05,-0.000103056,-0.001905916
0,1690707582,8,0.523389757,0.994163752,-0.030594381,0.000223994,0.000151932,-0.002183853
0,1690707582,9,0.455889285,0.967003942,-0.018280212,0.00030902,0.00012517,-0.00079673
0,1690707582,10,0.487977415,0.988775015,-0.021025324,0.000433534,-0.00018847,-0.001398752
0,1690707582,11,0.503983617,0.989450455,-0.018694459,0.000541806,-8.78E-05,-0.001710342
0,1690707582,12,0.514569461,0.987179756,-0.016901698,0.000820458,0.000114083,-0.001911871
0,1690707582,13,0.451206207,0.985328436,-0.013506541,0.000372529,9.81E-05,-0.000787545
0,1690707582,14,0.478653371,0.994618118,-0.014761048,0.000506938,-3.81E-05,-0.001318218
0,1690707582,15,0.491724402,0.989717424,-0.010753269,0.000641197,0.000141203,-0.001317136
0,1690707582,16,0.498737723,0.98450321,-0.007890878,0.000823885,0.000362635,-0.001257793
0,1690707582,17,0.449217081,0.993467927,-0.009484243,0.000459552,-6.10E-05,-0.000824082
0,1690707582,18,0.470031947,0.996934414,-0.010558069,0.000687212,7.74E-05,-0.001231277
0,1690707582,19,0.480952263,0.991856039,-0.008086018,0.000800788,0.000298977,-0.001234922
0,1690707582,20,0.487491131,0.986035645,-0.005649869,0.00086537,0.000590563,-0.001171144
0,1690707582,0,0.415967971,0.915923715,4.66E-08,0.000617236,0.000367701,4.41E-09
0,1690707582,1,0.438920707,0.883968353,-0.009583038,8.00E-05,8.05E-06,-0.000178213
0,1690707582,2,0.46255523,0.89087373,-0.013849221,-0.000274003,-0.001134157,-0.000380007
0,1690707582,3,0.479086012,0.920403659,-0.015162718,-0.00017041,-0.001721203,-0.000628198
0,1690707582,4,0.490344018,0.940989077,-0.015901661,0.000178874,-0.001529038,-0.000825328
0,1690707582,5,0.46262756,0.935345769,-0.022421177,0.000680059,-0.000859499,0.000202727
0,1690707582,6,0.492888927,0.967363775,-0.02808331,0.000269532,-0.000321627,0.000181131
0,1690707582,7,0.509812772,0.983837068,-0.029743595,0.000162899,-6.68E-05,0.000307905
0,1690707582,8,0.523422301,0.994156539,-0.030157227,3.25E-05,-7.21E-06,0.000437154
0,1690707582,9,0.456475914,0.966467023,-0.018163299,0.000586629,-0.000536919,0.000116913
0,1690707582,10,0.488152742,0.988722265,-0.021167682,0.000175327,-5.28E-05,-0.000142358
0,1690707582,11,0.504260182,0.990701318,-0.019132635,0.000276566,0.001250863,-0.000438176
0,1690707582,12,0.515087843,0.989525676,-0.017499262,0.000518382,0.00234592,-0.000597565
0,1690707582,13,0.451714903,0.985245466,-0.013512655,0.000508696,-8.30E-05,-6.11E-06
0,1690707582,14,0.479026437,0.995826483,-0.01504492,0.000373065,0.001208365,-0.000283872
0,1690707582,15,0.492600799,0.993027389,-0.011334294,0.000876397,0.003309965,-0.000581024
0,1690707582,16,0.500501215,0.989436746,-0.008646051,0.001763493,0.004933536,-0.000755173
0,1690707582,17,0.449739605,0.993906915,-0.009612847,0.000522524,0.000438988,-0.000128604
0,1690707582,18,0.470565051,0.998751283,-0.010843887,0.000533104,0.001816869,-0.000285818
0,1690707582,19,0.481740326,0.995743513,-0.008500311,0.000788063,0.003887475,-0.000414292
0,1690707582,20,0.488912761,0.991725922,-0.006129497,0.00142163,0.005690277,-0.000479628
0,1690707582,0,0.41590029,0.916141093,4.85E-08,-6.77E-05,0.000217378,1.87E-09
0,1690707582,1,0.439335763,0.88490206,-0.008839153,0.000415057,0.000933707,0.000743886
0,1690707582,2,0.463563085,0.893391013,-0.012469282,0.001007855,0.002517283,0.001379939
0,1690707582,3,0.480068058,0.922692716,-0.013405946,0.000982046,0.002289057,0.001756771
0,1690707582,4,0.491285592,0.942826807,-0.013794078,0.000941575,0.00183773,0.002107582
0,1690707582,5,0.463019937,0.935762405,-0.02033923,0.000392377,0.000416636,0.002081947
0,1690707582,6,0.492667347,0.967743933,-0.025759157,-0.00022158,0.000380158,0.002324153
0,1690707582,7,0.509550333,0.984453678,-0.027420254,-0.000262439,0.00061661,0.002323341
0,1690707582,8,0.523024738,0.994856656,-0.027838077,-0.000397563,0.000700116,0.00231915
0,1690707582,9,0.456855685,0.966156721,-0.016629376,0.000379771,-0.000310302,0.001533924
0,1690707582,10,0.488426626,0.988802612,-0.019343302,0.000273883,8.03E-05,0.001824381
0,1690707582,11,0.504409254,0.99185431,-0.017533028,0.000149071,0.001152992,0.001599606
0,1690707582,12,0.515200734,0.991709352,-0.016039206,0.000112891,0.002183676,0.001460057
0,1690707582,13,0.452035129,0.985236764,-0.012607475,0.000320226,-8.70E-06,0.00090518
0,1690707582,14,0.479437232,0.997024834,-0.013917251,0.000410795,0.001198351,0.001127669
0,1690707582,15,0.493141323,0.995662272,-0.010396155,0.000540525,0.002634883,0.000938139
0,1690707582,16,0.501537025,0.993230164,-0.007857761,0.00103581,0.003793418,0.00078829
0,1690707582,17,0.44990164,0.994407892,-0.009327414,0.000162035,0.000500977,0.000285434
0,1690707582,18,0.470907569,1.000813723,-0.010457192,0.000342518,0.00206244,0.000386695
0,1690707582,19,0.482520342,0.999310374,-0.008175274,0.000780016,0.003566861,0.000325036
0,1690707582,20,0.490511626,0.996295691,-0.005861896,0.001598865,0.004569769,0.000267601
0,1690707582,0,0.415437311,0.915122032,5.27E-08,-0.000462979,-0.001019061,4.25E-09
0,1690707582,1,0.439416975,0.88327229,-0.009481071,8.12E-05,-0.00162977,-0.000641919
0,1690707582,2,0.4636949,0.892057657,-0.013595221,0.000131816,-0.001333356,-0.001125938
0,1690707582,3,0.480213791,0.922571063,-0.01477632,0.000145733,-0.000121653,-0.001370374
0,1690707582,4,0.492167145,0.942839086,-0.015423206,0.000881553,1.23E-05,-0.001629127
0,1690707582,5,0.462981731,0.935059786,-0.0220057,-3.82E-05,-0.00070262,-0.001666469
0,1690707582,6,0.49310711,0.967040777,-0.027847342,0.000439763,-0.000703156,-0.002088185
0,1690707582,7,0.509993315,0.984034956,-0.029922972,0.000442982,-0.000418723,-0.002502717
0,1690707582,8,0.523567975,0.994940281,-0.030631134,0.000543237,8.36E-05,-0.002793057
0,1690707582,9,0.456642151,0.965934277,-0.017816201,-0.000213534,-0.000222445,-0.001186825
0,1690707582,10,0.487896621,0.98862499,-0.020460652,-0.000530005,-0.000177622,-0.001117351
0,1690707582,11,0.503824353,0.990145683,-0.018279005,-0.0005849,-0.001708627,-0.000745976
0,1690707582,12,0.514308393,0.988583922,-0.016620507,-0.000892341,-0.003125429,-0.000581302
0,1690707582,13,0.451623231,0.984683633,-0.013319992,-0.000411898,-0.000553131,-0.000712518
0,1690707582,14,0.478536785,0.995567918,-0.014488816,-0.000900447,-0.001456916,-0.000571565
0,1690707582,15,0.491722465,0.99183017,-0.010577161,-0.001418859,-0.003832102,-0.000181006
0,1690707582,16,0.499030352,0.987665713,-0.007818778,-0.002506673,-0.005564451,3.90E-05
0,1690707582,17,0.449285179,0.993633091,-0.009614837,-0.000616461,-0.000774801,-0.000287424
0,1690707582,18,0.469818294,0.998852372,-0.010731978,-0.001089275,-0.00196135,-0.000274787
0,1690707582,19,0.480807513,0.995404184,-0.008319319,-0.001712829,-0.00390619,-0.000144045
0,1690707582,20,0.487694919,0.991079628,-0.005922662,-0.002816707,-0.005216062,-6.08E-05
0,1690707582,0,0.415621012,0.915607214,5.05E-08,0.000183702,0.000485182,-2.24E-09
0,1690707582,1,0.438650906,0.883599281,-0.009504581,-0.000766069,0.000326991,-2.35E-05
0,1690707582,2,0.462469608,0.890641451,-0.013787493,-0.001225293,-0.001416206,-0.000192272
0,1690707582,3,0.478874236,0.920024574,-0.01508006,-0.001339555,-0.002546489,-0.00030374
0,1690707582,4,0.489583254,0.940891623,-0.015828433,-0.002583891,-0.001947463,-0.000405227
0,1690707582,5,0.46244514,0.934756756,-0.022725122,-0.000536591,-0.00030303,-0.000719422
0,1690707582,6,0.493013531,0.966795743,-0.028715547,-9.36E-05,-0.000245035,-0.000868205
0,1690707582,7,0.510309517,0.983694971,-0.030788811,0.000316203,-0.000339985,-0.000865839
0,1690707582,8,0.524234533,0.994329393,-0.031491552,0.000666559,-0.000610888,-0.000860417
0,1690707582,9,0.456671864,0.96605438,-0.018394541,2.97E-05,0.000120103,-0.00057834
0,1690707582,10,0.488689631,0.987695038,-0.021298457,0.00079301,-0.000929952,-0.000837805
0,1690707582,11,0.504938662,0.989604712,-0.019145751,0.001114309,-0.000540972,-0.000866747
0,1690707582,12,0.515961528,0.988106906,-0.017484579,0.001653135,-0.000477016,-0.000864072
0,1690707582,13,0.452182442,0.984992087,-0.013655038,0.000559211,0.000308454,-0.000335045
0,1690707582,14,0.479884684,0.99387151,-0.015033459,0.001347899,-0.001696408,-0.000544643
0,1690707582,15,0.492940903,0.989569426,-0.011003074,0.001218438,-0.002260745,-0.000425913
0,1690707582,16,0.500184178,0.984431148,-0.008100562,0.001153827,-0.003234565,-0.000281784
0,1690707582,17,0.450353712,0.993483007,-0.009680817,0.001068532,-0.000150084,-6.60E-05
0,1690707582,18,0.4715074,0.996020794,-0.010932016,0.001689106,-0.002831578,-0.000200038
0,1690707582,19,0.482479662,0.991073966,-0.008444092,0.001672149,-0.004330218,-0.000124773
0,1690707582,20,0.489225298,0.985159218,-0.005934267,0.001530379,-0.00592041,-1.16E-05
0,1690707582,0,0.416406095,0.915339947,5.28E-08,0.000785083,-0.000267267,2.24E-09
0,1690707582,1,0.439408749,0.883708358,-0.009729529,0.000757843,0.000109076,-0.000224948
